age,value_eur,international_reputation,pace,shooting,passing,dribbling,physic,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,skill_dribbling,skill_ball_control,movement_agility,movement_reactions,movement_balance,power_long_shots,mentality_positioning,mentality_penalties,mentality_composure,overall
23,750000,1,66.0,63.0,46.0,59.0,68.0,60,70,55,60,65,58,72,64,62,73,63,0.0,65
23,750000,1,66.0,63.0,46.0,59.0,68.0,60,70,55,60,65,58,72,64,62,73,63,0.0,66
23,750000,1,66.0,63.0,46.0,59.0,68.0,60,70,55,60,65,58,72,64,62,73,63,0.0,69
23,750000,1,66.0,63.0,46.0,59.0,68.0,60,70,55,60,65,58,72,64,62,73,63,0.0,69
24,875000,1,68.0,65.0,46.0,56.0,64.0,65,69,54,53,59,61,66,58,56,70,62,53.0,65
24,875000,1,68.0,65.0,46.0,56.0,64.0,65,69,54,53,59,61,66,58,56,70,62,53.0,66
24,875000,1,68.0,65.0,46.0,56.0,64.0,65,69,54,53,59,61,66,58,56,70,62,53.0,69
24,875000,1,68.0,65.0,46.0,56.0,64.0,65,69,54,53,59,61,66,58,56,70,62,53.0,69
26,1300000,1,68.0,67.0,46.0,67.0,66.0,69,69,53,68,70,61,67,56,59,70,62,68.0,65
26,1300000,1,68.0,67.0,46.0,67.0,66.0,69,69,53,68,70,61,67,56,59,70,62,68.0,66
26,1300000,1,68.0,67.0,46.0,67.0,66.0,69,69,53,68,70,61,67,56,59,70,62,68.0,69
26,1300000,1,68.0,67.0,46.0,67.0,66.0,69,69,53,68,70,61,67,56,59,70,62,68.0,69
27,1200000,1,68.0,67.0,47.0,67.0,66.0,70,68,57,68,70,61,67,53,59,71,62,70.0,65
27,1200000,1,68.0,67.0,47.0,67.0,66.0,70,68,57,68,70,61,67,53,59,71,62,70.0,66
27,1200000,1,68.0,67.0,47.0,67.0,66.0,70,68,57,68,70,61,67,53,59,71,62,70.0,69
27,1200000,1,68.0,67.0,47.0,67.0,66.0,70,68,57,68,70,61,67,53,59,71,62,70.0,69
23,100000,1,52.0,55.0,37.0,49.0,58.0,60,60,39,48,48,57,52,61,52,56,61,0.0,54
22,950000,1,76.0,63.0,58.0,68.0,48.0,64,44,59,67,65,76,60,84,60,61,62,53.0,66
18,230000,1,72.0,61.0,52.0,64.0,48.0,63,44,54,64,67,60,43,69,55,55,61,0.0,60
18,230000,1,72.0,61.0,52.0,64.0,48.0,63,44,54,64,67,60,43,69,55,55,61,0.0,67
18,230000,1,72.0,61.0,52.0,64.0,48.0,63,44,54,64,67,60,43,69,55,55,61,0.0,70
21,1100000,1,72.0,65.0,61.0,71.0,64.0,64,51,61,74,65,76,65,84,64,68,61,60.0,60
21,1100000,1,72.0,65.0,61.0,71.0,64.0,64,51,61,74,65,76,65,84,64,68,61,60.0,67
21,1100000,1,72.0,65.0,61.0,71.0,64.0,64,51,61,74,65,76,65,84,64,68,61,60.0,70
22,2400000,1,72.0,67.0,63.0,73.0,64.0,68,51,64,73,69,78,67,84,68,69,55,62.0,60
22,2400000,1,72.0,67.0,63.0,73.0,64.0,68,51,64,73,69,78,67,84,68,69,55,62.0,67
22,2400000,1,72.0,67.0,63.0,73.0,64.0,68,51,64,73,69,78,67,84,68,69,55,62.0,70
26,375000,1,57.0,64.0,46.0,58.0,63.0,65,62,57,59,57,53,55,59,64,66,73,49.0,62
24,375000,1,72.0,60.0,56.0,63.0,56.0,62,58,59,62,63,69,61,71,58,60,56,0.0,62
21,1400000,1,79.0,60.0,60.0,70.0,56.0,64,44,64,72,68,70,64,66,56,67,66,58.0,67
21,1400000,1,79.0,60.0,60.0,70.0,56.0,64,44,64,72,68,70,64,66,56,67,66,58.0,67
22,1300000,1,78.0,60.0,61.0,70.0,56.0,64,44,64,72,68,70,64,66,56,67,65,58.0,67
22,1300000,1,78.0,60.0,61.0,70.0,56.0,64,44,64,72,68,70,64,66,56,67,65,58.0,67
20,220000,1,67.0,58.0,45.0,61.0,55.0,60,59,56,61,59,64,59,76,57,57,60,0.0,58
17,300000,1,65.0,59.0,52.0,56.0,52.0,62,66,58,50,62,67,56,68,56,61,61,0.0,59
17,300000,1,65.0,59.0,52.0,56.0,52.0,62,66,58,50,62,67,56,68,56,61,61,0.0,61
17,300000,1,65.0,59.0,52.0,56.0,52.0,62,66,58,50,62,67,56,68,56,61,61,0.0,61
17,300000,1,65.0,59.0,52.0,56.0,52.0,62,66,58,50,62,67,56,68,56,61,61,0.0,62
18,325000,1,65.0,59.0,52.0,60.0,52.0,61,65,57,67,61,66,55,68,55,60,60,46.0,59
18,325000,1,65.0,59.0,52.0,60.0,52.0,61,65,57,67,61,66,55,68,55,60,60,46.0,61
18,325000,1,65.0,59.0,52.0,60.0,52.0,61,65,57,67,61,66,55,68,55,60,60,46.0,61
18,325000,1,65.0,59.0,52.0,60.0,52.0,61,65,57,67,61,66,55,68,55,60,60,46.0,62
19,400000,1,63.0,60.0,52.0,60.0,53.0,65,63,57,60,59,70,55,68,55,62,60,66.0,59
19,400000,1,63.0,60.0,52.0,60.0,53.0,65,63,57,60,59,70,55,68,55,62,60,66.0,61
19,400000,1,63.0,60.0,52.0,60.0,53.0,65,63,57,60,59,70,55,68,55,62,60,66.0,61
19,400000,1,63.0,60.0,52.0,60.0,53.0,65,63,57,60,59,70,55,68,55,62,60,66.0,62
20,450000,1,67.0,60.0,55.0,60.0,54.0,63,63,57,59,58,69,59,68,55,61,60,56.0,59
20,450000,1,67.0,60.0,55.0,60.0,54.0,63,63,57,59,58,69,59,68,55,61,60,56.0,61
20,450000,1,67.0,60.0,55.0,60.0,54.0,63,63,57,59,58,69,59,68,55,61,60,56.0,61
20,450000,1,67.0,60.0,55.0,60.0,54.0,63,63,57,59,58,69,59,68,55,61,60,56.0,62
24,220000,1,69.0,58.0,43.0,55.0,60.0,60,60,49,53,51,63,62,70,57,59,60,0.0,59
23,450000,1,72.0,63.0,49.0,64.0,58.0,74,97,47,67,65,77,65,72,60,54,65,0.0,63
23,450000,1,72.0,63.0,49.0,64.0,58.0,74,97,47,67,65,77,65,72,60,54,65,0.0,64
23,450000,1,72.0,63.0,49.0,64.0,58.0,74,97,47,67,65,77,65,72,60,54,65,0.0,63
23,450000,1,72.0,63.0,49.0,64.0,58.0,74,97,47,67,65,77,65,72,60,54,65,0.0,62
24,575000,1,68.0,63.0,49.0,64.0,68.0,67,71,46,66,60,67,64,71,59,53,64,65.0,63
24,575000,1,68.0,63.0,49.0,64.0,68.0,67,71,46,66,60,67,64,71,59,53,64,65.0,64
24,575000,1,68.0,63.0,49.0,64.0,68.0,67,71,46,66,60,67,64,71,59,53,64,65.0,63
24,575000,1,68.0,63.0,49.0,64.0,68.0,67,71,46,66,60,67,64,71,59,53,64,65.0,62
25,450000,1,67.0,61.0,49.0,64.0,68.0,67,71,46,66,60,63,64,70,59,53,64,65.0,63
25,450000,1,67.0,61.0,49.0,64.0,68.0,67,71,46,66,60,63,64,70,59,53,64,65.0,64
25,450000,1,67.0,61.0,49.0,64.0,68.0,67,71,46,66,60,63,64,70,59,53,64,65.0,63
25,450000,1,67.0,61.0,49.0,64.0,68.0,67,71,46,66,60,63,64,70,59,53,64,65.0,62
26,375000,1,66.0,60.0,49.0,63.0,70.0,62,71,46,65,60,63,60,67,57,53,64,65.0,63
26,375000,1,66.0,60.0,49.0,63.0,70.0,62,71,46,65,60,63,60,67,57,53,64,65.0,64
26,375000,1,66.0,60.0,49.0,63.0,70.0,62,71,46,65,60,63,60,67,57,53,64,65.0,63
26,375000,1,66.0,60.0,49.0,63.0,70.0,62,71,46,65,60,63,60,67,57,53,64,65.0,62
21,325000,1,85.0,60.0,50.0,64.0,50.0,63,53,55,63,60,78,53,75,58,53,73,47.0,61
21,700000,1,80.0,53.0,56.0,71.0,41.0,55,40,56,71,68,81,51,92,43,56,52,47.0,64
19,1500000,1,72.0,67.0,42.0,65.0,68.0,73,92,61,76,79,94,70,66,61,78,78,0.0,67
19,1500000,1,72.0,67.0,42.0,65.0,68.0,73,92,61,76,79,94,70,66,61,78,78,0.0,73
19,1500000,1,72.0,67.0,42.0,65.0,68.0,73,92,61,76,79,94,70,66,61,78,78,0.0,71
19,1500000,1,72.0,67.0,42.0,65.0,68.0,73,92,61,76,79,94,70,66,61,78,78,0.0,67
19,1500000,1,72.0,67.0,42.0,65.0,68.0,73,92,61,76,79,94,70,66,61,78,78,0.0,72
20,4600000,1,67.0,74.0,51.0,71.0,65.0,78,75,64,70,73,73,70,66,66,72,67,44.0,67
20,4600000,1,67.0,74.0,51.0,71.0,65.0,78,75,64,70,73,73,70,66,66,72,67,44.0,73
20,4600000,1,67.0,74.0,51.0,71.0,65.0,78,75,64,70,73,73,70,66,66,72,67,44.0,71
20,4600000,1,67.0,74.0,51.0,71.0,65.0,78,75,64,70,73,73,70,66,66,72,67,44.0,67
20,4600000,1,67.0,74.0,51.0,71.0,65.0,78,75,64,70,73,73,70,66,66,72,67,44.0,72
21,3200000,1,65.0,72.0,51.0,69.0,60.0,70,73,62,68,72,71,68,65,73,72,67,76.0,67
21,3200000,1,65.0,72.0,51.0,69.0,60.0,70,73,62,68,72,71,68,65,73,72,67,76.0,73
21,3200000,1,65.0,72.0,51.0,69.0,60.0,70,73,62,68,72,71,68,65,73,72,67,76.0,71
21,3200000,1,65.0,72.0,51.0,69.0,60.0,70,73,62,68,72,71,68,65,73,72,67,76.0,67
21,3200000,1,65.0,72.0,51.0,69.0,60.0,70,73,62,68,72,71,68,65,73,72,67,76.0,72
22,1000000,1,65.0,68.0,51.0,65.0,61.0,65,66,62,64,67,70,64,63,69,67,67,60.0,67
22,1000000,1,65.0,68.0,51.0,65.0,61.0,65,66,62,64,67,70,64,63,69,67,67,60.0,73
22,1000000,1,65.0,68.0,51.0,65.0,61.0,65,66,62,64,67,70,64,63,69,67,67,60.0,71
22,1000000,1,65.0,68.0,51.0,65.0,61.0,65,66,62,64,67,70,64,63,69,67,67,60.0,67
22,1000000,1,65.0,68.0,51.0,65.0,61.0,65,66,62,64,67,70,64,63,69,67,67,60.0,72
23,4200000,1,67.0,74.0,52.0,71.0,64.0,78,66,63,72,73,68,66,61,69,68,72,60.0,67
23,4200000,1,67.0,74.0,52.0,71.0,64.0,78,66,63,72,73,68,66,61,69,68,72,60.0,73
23,4200000,1,67.0,74.0,52.0,71.0,64.0,78,66,63,72,73,68,66,61,69,68,72,60.0,71
23,4200000,1,67.0,74.0,52.0,71.0,64.0,78,66,63,72,73,68,66,61,69,68,72,60.0,67
23,4200000,1,67.0,74.0,52.0,71.0,64.0,78,66,63,72,73,68,66,61,69,68,72,60.0,72
27,500000,1,68.0,67.0,45.0,65.0,57.0,72,65,52,64,68,70,59,68,63,62,70,0.0,64
24,210000,1,73.0,56.0,42.0,59.0,66.0,62,52,49,60,56,76,56,68,48,70,58,0.0,59
22,2400000,1,74.0,71.0,48.0,72.0,67.0,80,67,58,75,70,76,63,70,63,86,68,0.0,71
22,2400000,1,74.0,71.0,48.0,72.0,67.0,80,67,58,75,70,76,63,70,63,86,68,0.0,74
22,2400000,1,74.0,71.0,48.0,72.0,67.0,80,67,58,75,70,76,63,70,63,86,68,0.0,76
22,2400000,1,74.0,71.0,48.0,72.0,67.0,80,67,58,75,70,76,63,70,63,86,68,0.0,80
22,2400000,1,74.0,71.0,48.0,72.0,67.0,80,67,58,75,70,76,63,70,63,86,68,0.0,79
23,4600000,1,75.0,72.0,52.0,73.0,67.0,76,70,59,76,69,76,86,70,62,83,67,54.0,71
23,4600000,1,75.0,72.0,52.0,73.0,67.0,76,70,59,76,69,76,86,70,62,83,67,54.0,74
23,4600000,1,75.0,72.0,52.0,73.0,67.0,76,70,59,76,69,76,86,70,62,83,67,54.0,76
23,4600000,1,75.0,72.0,52.0,73.0,67.0,76,70,59,76,69,76,86,70,62,83,67,54.0,80
23,4600000,1,75.0,72.0,52.0,73.0,67.0,76,70,59,76,69,76,86,70,62,83,67,54.0,79
24,10000000,2,74.0,75.0,64.0,76.0,66.0,80,68,72,81,77,76,74,66,76,82,67,88.0,71
24,10000000,2,74.0,75.0,64.0,76.0,66.0,80,68,72,81,77,76,74,66,76,82,67,88.0,74
24,10000000,2,74.0,75.0,64.0,76.0,66.0,80,68,72,81,77,76,74,66,76,82,67,88.0,76
24,10000000,2,74.0,75.0,64.0,76.0,66.0,80,68,72,81,77,76,74,66,76,82,67,88.0,80
24,10000000,2,74.0,75.0,64.0,76.0,66.0,80,68,72,81,77,76,74,66,76,82,67,88.0,79
25,18000000,2,84.0,79.0,68.0,80.0,69.0,83,75,69,80,80,79,79,75,72,83,69,78.0,71
25,18000000,2,84.0,79.0,68.0,80.0,69.0,83,75,69,80,80,79,79,75,72,83,69,78.0,74
25,18000000,2,84.0,79.0,68.0,80.0,69.0,83,75,69,80,80,79,79,75,72,83,69,78.0,76
25,18000000,2,84.0,79.0,68.0,80.0,69.0,83,75,69,80,80,79,79,75,72,83,69,78.0,80
25,18000000,2,84.0,79.0,68.0,80.0,69.0,83,75,69,80,80,79,79,75,72,83,69,78.0,79
26,15500000,2,79.0,78.0,67.0,78.0,68.0,81,74,69,78,79,75,76,71,72,81,69,77.0,71
26,15500000,2,79.0,78.0,67.0,78.0,68.0,81,74,69,78,79,75,76,71,72,81,69,77.0,74
26,15500000,2,79.0,78.0,67.0,78.0,68.0,81,74,69,78,79,75,76,71,72,81,69,77.0,76
26,15500000,2,79.0,78.0,67.0,78.0,68.0,81,74,69,78,79,75,76,71,72,81,69,77.0,80
26,15500000,2,79.0,78.0,67.0,78.0,68.0,81,74,69,78,79,75,76,71,72,81,69,77.0,79
24,700000,1,70.0,62.0,51.0,63.0,73.0,60,75,53,66,61,62,58,49,57,61,66,61.0,65
26,1300000,1,69.0,66.0,67.0,70.0,67.0,66,75,76,72,80,75,70,69,68,70,54,0.0,69
26,1300000,1,69.0,66.0,67.0,70.0,67.0,66,75,76,72,80,75,70,69,68,70,54,0.0,71
27,1700000,1,71.0,67.0,68.0,73.0,67.0,66,74,72,76,75,77,78,69,69,75,53,67.0,69
27,1700000,1,71.0,67.0,68.0,73.0,67.0,66,74,72,76,75,77,78,69,69,75,53,67.0,71
20,240000,1,65.0,58.0,54.0,61.0,45.0,63,46,56,61,62,70,43,75,47,57,64,0.0,59
27,1200000,1,68.0,70.0,51.0,67.0,71.0,70,75,64,68,67,68,54,60,68,69,70,55.0,69
27,1200000,1,68.0,70.0,51.0,67.0,71.0,70,75,64,68,67,68,54,60,68,69,70,55.0,70
28,1800000,1,69.0,70.0,51.0,67.0,70.0,71,72,64,66,71,68,54,60,66,71,71,75.0,69
28,1800000,1,69.0,70.0,51.0,67.0,70.0,71,72,64,66,71,68,54,60,66,71,71,75.0,70
20,475000,1,73.0,61.0,48.0,66.0,54.0,61,60,53,70,63,57,55,77,59,49,69,47.0,62
26,350000,1,73.0,62.0,47.0,58.0,66.0,62,55,50,55,57,67,59,73,58,64,64,61.0,62
26,350000,1,73.0,62.0,47.0,58.0,66.0,62,55,50,55,57,67,59,73,58,64,64,61.0,62
27,325000,1,73.0,61.0,47.0,59.0,66.0,62,55,50,57,61,75,59,73,58,64,64,61.0,62
27,325000,1,73.0,61.0,47.0,59.0,66.0,62,55,50,57,61,75,59,73,58,64,64,61.0,62
25,950000,1,53.0,68.0,43.0,60.0,72.0,69,79,51,61,65,46,68,47,61,69,71,0.0,67
25,950000,1,53.0,68.0,43.0,60.0,72.0,69,79,51,61,65,46,68,47,61,69,71,0.0,72
25,950000,1,53.0,68.0,43.0,60.0,72.0,69,79,51,61,65,46,68,47,61,69,71,0.0,76
25,950000,1,53.0,68.0,43.0,60.0,72.0,69,79,51,61,65,46,68,47,61,69,71,0.0,77
25,950000,1,53.0,68.0,43.0,60.0,72.0,69,79,51,61,65,46,68,47,61,69,71,0.0,79
26,2500000,1,59.0,72.0,47.0,61.0,78.0,73,83,66,64,68,46,67,47,80,72,70,62.0,67
26,2500000,1,59.0,72.0,47.0,61.0,78.0,73,83,66,64,68,46,67,47,80,72,70,62.0,72
26,2500000,1,59.0,72.0,47.0,61.0,78.0,73,83,66,64,68,46,67,47,80,72,70,62.0,76
26,2500000,1,59.0,72.0,47.0,61.0,78.0,73,83,66,64,68,46,67,47,80,72,70,62.0,77
26,2500000,1,59.0,72.0,47.0,61.0,78.0,73,83,66,64,68,46,67,47,80,72,70,62.0,79
27,8000000,1,60.0,75.0,53.0,71.0,78.0,76,83,64,74,76,53,75,47,71,78,70,67.0,67
27,8000000,1,60.0,75.0,53.0,71.0,78.0,76,83,64,74,76,53,75,47,71,78,70,67.0,72
27,8000000,1,60.0,75.0,53.0,71.0,78.0,76,83,64,74,76,53,75,47,71,78,70,67.0,76
27,8000000,1,60.0,75.0,53.0,71.0,78.0,76,83,64,74,76,53,75,47,71,78,70,67.0,77
27,8000000,1,60.0,75.0,53.0,71.0,78.0,76,83,64,74,76,53,75,47,71,78,70,67.0,79
28,9000000,1,56.0,78.0,53.0,71.0,81.0,79,82,64,74,76,53,73,39,75,78,75,68.0,67
28,9000000,1,56.0,78.0,53.0,71.0,81.0,79,82,64,74,76,53,73,39,75,78,75,68.0,72
28,9000000,1,56.0,78.0,53.0,71.0,81.0,79,82,64,74,76,53,73,39,75,78,75,68.0,76
28,9000000,1,56.0,78.0,53.0,71.0,81.0,79,82,64,74,76,53,73,39,75,78,75,68.0,77
28,9000000,1,56.0,78.0,53.0,71.0,81.0,79,82,64,74,76,53,73,39,75,78,75,68.0,79
29,12500000,1,55.0,81.0,53.0,71.0,86.0,83,86,64,74,77,53,77,39,75,81,75,68.0,67
29,12500000,1,55.0,81.0,53.0,71.0,86.0,83,86,64,74,77,53,77,39,75,81,75,68.0,72
29,12500000,1,55.0,81.0,53.0,71.0,86.0,83,86,64,74,77,53,77,39,75,81,75,68.0,76
29,12500000,1,55.0,81.0,53.0,71.0,86.0,83,86,64,74,77,53,77,39,75,81,75,68.0,77
29,12500000,1,55.0,81.0,53.0,71.0,86.0,83,86,64,74,77,53,77,39,75,81,75,68.0,79
22,1100000,1,76.0,63.0,60.0,64.0,60.0,68,62,63,60,67,74,66,58,55,67,70,61.0,66
22,1100000,1,76.0,63.0,60.0,64.0,60.0,68,62,63,60,67,74,66,58,55,67,70,61.0,66
23,875000,1,77.0,64.0,57.0,63.0,61.0,68,65,59,60,64,75,62,58,55,69,70,61.0,66
23,875000,1,77.0,64.0,57.0,63.0,61.0,68,65,59,60,64,75,62,58,55,69,70,61.0,66
19,875000,1,79.0,52.0,57.0,77.0,59.0,48,51,62,79,77,79,57,83,53,57,61,0.0,66
23,2300000,1,78.0,71.0,57.0,73.0,73.0,71,68,59,73,75,72,73,59,66,66,63,0.0,71
23,2300000,1,78.0,71.0,57.0,73.0,73.0,71,68,59,73,75,72,73,59,66,66,63,0.0,72
23,2300000,1,78.0,71.0,57.0,73.0,73.0,71,68,59,73,75,72,73,59,66,66,63,0.0,72
23,2300000,1,78.0,71.0,57.0,73.0,73.0,71,68,59,73,75,72,73,59,66,66,63,0.0,70
23,2300000,1,78.0,71.0,57.0,73.0,73.0,71,68,59,73,75,72,73,59,66,66,63,0.0,69
24,2900000,1,78.0,69.0,57.0,73.0,73.0,68,66,59,73,75,72,73,59,66,70,63,66.0,71
24,2900000,1,78.0,69.0,57.0,73.0,73.0,68,66,59,73,75,72,73,59,66,70,63,66.0,72
24,2900000,1,78.0,69.0,57.0,73.0,73.0,68,66,59,73,75,72,73,59,66,70,63,66.0,72
24,2900000,1,78.0,69.0,57.0,73.0,73.0,68,66,59,73,75,72,73,59,66,70,63,66.0,70
24,2900000,1,78.0,69.0,57.0,73.0,73.0,68,66,59,73,75,72,73,59,66,70,63,66.0,69
25,4100000,1,78.0,69.0,57.0,73.0,73.0,68,66,59,73,75,72,73,58,66,70,63,66.0,71
25,4100000,1,78.0,69.0,57.0,73.0,73.0,68,66,59,73,75,72,73,58,66,70,63,66.0,72
25,4100000,1,78.0,69.0,57.0,73.0,73.0,68,66,59,73,75,72,73,58,66,70,63,66.0,72
25,4100000,1,78.0,69.0,57.0,73.0,73.0,68,66,59,73,75,72,73,58,66,70,63,66.0,70
25,4100000,1,78.0,69.0,57.0,73.0,73.0,68,66,59,73,75,72,73,58,66,70,63,66.0,69
26,2200000,1,79.0,69.0,56.0,65.0,76.0,69,66,59,62,70,72,70,58,66,70,63,66.0,71
26,2200000,1,79.0,69.0,56.0,65.0,76.0,69,66,59,62,70,72,70,58,66,70,63,66.0,72
26,2200000,1,79.0,69.0,56.0,65.0,76.0,69,66,59,62,70,72,70,58,66,70,63,66.0,72
26,2200000,1,79.0,69.0,56.0,65.0,76.0,69,66,59,62,70,72,70,58,66,70,63,66.0,70
26,2200000,1,79.0,69.0,56.0,65.0,76.0,69,66,59,62,70,72,70,58,66,70,63,66.0,69
27,1200000,1,76.0,68.0,56.0,64.0,70.0,65,66,59,62,66,72,68,57,66,66,63,66.0,71
27,1200000,1,76.0,68.0,56.0,64.0,70.0,65,66,59,62,66,72,68,57,66,66,63,66.0,72
27,1200000,1,76.0,68.0,56.0,64.0,70.0,65,66,59,62,66,72,68,57,66,66,63,66.0,72
27,1200000,1,76.0,68.0,56.0,64.0,70.0,65,66,59,62,66,72,68,57,66,66,63,66.0,70
27,1200000,1,76.0,68.0,56.0,64.0,70.0,65,66,59,62,66,72,68,57,66,66,63,66.0,69
28,350000,1,68.0,63.0,55.0,65.0,54.0,69,70,59,66,61,72,57,74,65,60,72,54.0,63
28,350000,1,68.0,63.0,55.0,65.0,54.0,69,70,59,66,61,72,57,74,65,60,72,54.0,63
29,375000,1,73.0,61.0,55.0,65.0,54.0,65,70,59,66,61,72,53,74,62,60,67,54.0,63
29,375000,1,73.0,61.0,55.0,65.0,54.0,65,70,59,66,61,72,53,74,62,60,67,54.0,63
24,270000,1,39.0,61.0,41.0,52.0,70.0,63,72,47,52,56,48,51,38,55,62,61,53.0,60
26,525000,1,81.0,65.0,41.0,64.0,70.0,68,60,39,64,65,79,59,61,61,55,62,0.0,64
26,525000,1,81.0,65.0,41.0,64.0,70.0,68,60,39,64,65,79,59,61,61,55,62,0.0,70
26,525000,1,81.0,65.0,41.0,64.0,70.0,68,60,39,64,65,79,59,61,61,55,62,0.0,70
27,1500000,1,81.0,68.0,49.0,65.0,70.0,71,65,53,63,67,73,68,61,66,66,59,57.0,64
27,1500000,1,81.0,68.0,49.0,65.0,70.0,71,65,53,63,67,73,68,61,66,66,59,57.0,70
27,1500000,1,81.0,68.0,49.0,65.0,70.0,71,65,53,63,67,73,68,61,66,66,59,57.0,70
30,1700000,1,82.0,68.0,49.0,65.0,69.0,70,65,53,63,67,73,68,63,66,68,59,57.0,64
30,1700000,1,82.0,68.0,49.0,65.0,69.0,70,65,53,63,67,73,68,63,66,68,59,57.0,70
30,1700000,1,82.0,68.0,49.0,65.0,69.0,70,65,53,63,67,73,68,63,66,68,59,57.0,70
19,1100000,1,84.0,60.0,59.0,75.0,60.0,56,76,61,79,75,80,59,72,80,52,50,0.0,67
19,1100000,1,84.0,60.0,59.0,75.0,60.0,56,76,61,79,75,80,59,72,80,52,50,0.0,67
19,1100000,1,84.0,60.0,59.0,75.0,60.0,56,76,61,79,75,80,59,72,80,52,50,0.0,67
20,1200000,1,79.0,62.0,59.0,76.0,60.0,57,55,60,81,75,77,56,72,72,61,49,54.0,67
20,1200000,1,79.0,62.0,59.0,76.0,60.0,57,55,60,81,75,77,56,72,72,61,49,54.0,67
20,1200000,1,79.0,62.0,59.0,76.0,60.0,57,55,60,81,75,77,56,72,72,61,49,54.0,67
21,1100000,1,79.0,61.0,60.0,76.0,61.0,55,55,63,80,73,81,56,72,67,58,49,54.0,67
21,1100000,1,79.0,61.0,60.0,76.0,61.0,55,55,63,80,73,81,56,72,67,58,49,54.0,67
21,1100000,1,79.0,61.0,60.0,76.0,61.0,55,55,63,80,73,81,56,72,67,58,49,54.0,67
19,1400000,1,75.0,63.0,60.0,74.0,57.0,68,63,81,78,76,82,63,72,61,75,44,0.0,68
19,1400000,1,75.0,63.0,60.0,74.0,57.0,68,63,81,78,76,82,63,72,61,75,44,0.0,68
19,1400000,1,75.0,63.0,60.0,74.0,57.0,68,63,81,78,76,82,63,72,61,75,44,0.0,67
19,1400000,1,75.0,63.0,60.0,74.0,57.0,68,63,81,78,76,82,63,72,61,75,44,0.0,66
20,1300000,1,75.0,63.0,60.0,73.0,57.0,65,62,73,73,72,86,62,72,58,70,43,52.0,68
20,1300000,1,75.0,63.0,60.0,73.0,57.0,65,62,73,73,72,86,62,72,58,70,43,52.0,68
20,1300000,1,75.0,63.0,60.0,73.0,57.0,65,62,73,73,72,86,62,72,58,70,43,52.0,67
20,1300000,1,75.0,63.0,60.0,73.0,57.0,65,62,73,73,72,86,62,72,58,70,43,52.0,66
21,1100000,1,75.0,63.0,59.0,71.0,57.0,63,62,70,70,70,84,62,72,58,70,61,52.0,68
21,1100000,1,75.0,63.0,59.0,71.0,57.0,63,62,70,70,70,84,62,72,58,70,61,52.0,68
21,1100000,1,75.0,63.0,59.0,71.0,57.0,63,62,70,70,70,84,62,72,58,70,61,52.0,67
21,1100000,1,75.0,63.0,59.0,71.0,57.0,63,62,70,70,70,84,62,72,58,70,61,52.0,66
22,925000,1,74.0,62.0,58.0,69.0,57.0,63,62,67,68,67,84,60,71,58,66,61,52.0,68
22,925000,1,74.0,62.0,58.0,69.0,57.0,63,62,67,68,67,84,60,71,58,66,61,52.0,68
22,925000,1,74.0,62.0,58.0,69.0,57.0,63,62,67,68,67,84,60,71,58,66,61,52.0,67
22,925000,1,74.0,62.0,58.0,69.0,57.0,63,62,67,68,67,84,60,71,58,66,61,52.0,66
22,1200000,1,76.0,65.0,64.0,71.0,53.0,66,58,78,70,74,89,68,86,65,76,66,0.0,68
22,1200000,1,76.0,65.0,64.0,71.0,53.0,66,58,78,70,74,89,68,86,65,76,66,0.0,69
22,1200000,1,76.0,65.0,64.0,71.0,53.0,66,58,78,70,74,89,68,86,65,76,66,0.0,69
22,1200000,1,76.0,65.0,64.0,71.0,53.0,66,58,78,70,74,89,68,86,65,76,66,0.0,72
22,1200000,1,76.0,65.0,64.0,71.0,53.0,66,58,78,70,74,89,68,86,65,76,66,0.0,74
23,1400000,1,76.0,67.0,65.0,73.0,54.0,69,63,67,71,71,88,71,77,64,70,63,70.0,68
23,1400000,1,76.0,67.0,65.0,73.0,54.0,69,63,67,71,71,88,71,77,64,70,63,70.0,69
23,1400000,1,76.0,67.0,65.0,73.0,54.0,69,63,67,71,71,88,71,77,64,70,63,70.0,69
23,1400000,1,76.0,67.0,65.0,73.0,54.0,69,63,67,71,71,88,71,77,64,70,63,70.0,72
23,1400000,1,76.0,67.0,65.0,73.0,54.0,69,63,67,71,71,88,71,77,64,70,63,70.0,74
24,1400000,1,76.0,67.0,65.0,73.0,54.0,69,63,67,71,71,92,71,77,64,70,63,70.0,68
24,1400000,1,76.0,67.0,65.0,73.0,54.0,69,63,67,71,71,92,71,77,64,70,63,70.0,69
24,1400000,1,76.0,67.0,65.0,73.0,54.0,69,63,67,71,71,92,71,77,64,70,63,70.0,69
24,1400000,1,76.0,67.0,65.0,73.0,54.0,69,63,67,71,71,92,71,77,64,70,63,70.0,72
24,1400000,1,76.0,67.0,65.0,73.0,54.0,69,63,67,71,71,92,71,77,64,70,63,70.0,74
25,4100000,1,77.0,70.0,65.0,74.0,57.0,73,75,67,73,71,90,71,77,64,74,63,70.0,68
25,4100000,1,77.0,70.0,65.0,74.0,57.0,73,75,67,73,71,90,71,77,64,74,63,70.0,69
25,4100000,1,77.0,70.0,65.0,74.0,57.0,73,75,67,73,71,90,71,77,64,74,63,70.0,69
25,4100000,1,77.0,70.0,65.0,74.0,57.0,73,75,67,73,71,90,71,77,64,74,63,70.0,72
