value_eur,international_reputation,skill_moves,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,skill_dribbling,movement_reactions,mentality_positioning,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,goalkeeping_diving,goalkeeping_positioning,work_rate_rank,overall
3000000,1,1,68.0,71.0,64.0,75.0,27.0,72.0,12,10,68,10,11,34.0,13,14,68,72,4,72
2800000,1,1,71.0,70.0,64.0,75.0,27.0,72.0,12,10,70,10,11,34.0,13,14,71,72,4,62
2800000,1,1,71.0,70.0,64.0,75.0,27.0,72.0,12,10,70,10,11,34.0,13,14,71,72,4,72
2800000,1,1,71.0,70.0,64.0,75.0,27.0,72.0,12,10,70,10,11,34.0,13,14,71,72,4,72
50000,1,1,59.0,54.0,66.0,59.0,23.0,52.0,11,10,40,6,12,33.0,25,20,59,52,4,56
50000,1,1,59.0,54.0,66.0,59.0,23.0,52.0,11,10,40,6,12,33.0,25,20,59,52,4,60
50000,1,1,59.0,54.0,66.0,59.0,23.0,52.0,11,10,40,6,12,33.0,25,20,59,52,4,61
120000,1,1,63.0,60.0,66.0,66.0,23.0,57.0,11,10,40,6,12,33.0,13,20,63,57,4,56
120000,1,1,63.0,60.0,66.0,66.0,23.0,57.0,11,10,40,6,12,33.0,13,20,63,57,4,60
120000,1,1,63.0,60.0,66.0,66.0,23.0,57.0,11,10,40,6,12,33.0,13,20,63,57,4,61
140000,1,1,63.0,60.0,66.0,66.0,23.0,58.0,11,10,40,6,12,33.0,13,20,63,58,4,56
140000,1,1,63.0,60.0,66.0,66.0,23.0,58.0,11,10,40,6,12,33.0,13,20,63,58,4,60
140000,1,1,63.0,60.0,66.0,66.0,23.0,58.0,11,10,40,6,12,33.0,13,20,63,58,4,61
100000,1,1,60.0,63.0,55.0,60.0,30.0,49.0,12,13,44,11,13,37.0,12,11,60,49,4,57
100000,1,1,60.0,63.0,55.0,60.0,30.0,49.0,12,13,44,11,13,37.0,12,11,60,49,4,57
100000,1,1,60.0,63.0,55.0,60.0,30.0,49.0,12,13,44,11,13,37.0,26,11,60,49,4,57
100000,1,1,60.0,63.0,55.0,60.0,30.0,49.0,12,13,44,11,13,37.0,26,11,60,49,4,57
90000,1,1,56.0,53.0,48.0,53.0,31.0,50.0,14,15,40,10,14,25.0,10,14,56,50,4,52
90000,1,1,56.0,53.0,48.0,53.0,31.0,50.0,14,15,40,10,14,25.0,10,14,56,50,4,52
60000,1,1,56.0,53.0,48.0,53.0,31.0,50.0,14,15,40,10,14,25.0,12,14,56,50,4,52
60000,1,1,56.0,53.0,48.0,53.0,31.0,50.0,14,15,40,10,14,25.0,12,14,56,50,4,52
170000,1,1,56.0,56.0,51.0,61.0,28.0,69.0,12,9,48,4,20,31.0,9,12,56,69,4,60
170000,1,1,56.0,56.0,51.0,61.0,28.0,69.0,12,9,48,4,20,31.0,9,12,56,69,4,63
170000,1,1,56.0,56.0,51.0,61.0,28.0,69.0,12,9,48,4,20,31.0,9,12,56,69,4,63
260000,1,1,56.0,56.0,57.0,68.0,28.0,69.0,12,9,58,4,20,31.0,8,12,56,69,4,60
260000,1,1,56.0,56.0,57.0,68.0,28.0,69.0,12,9,58,4,20,31.0,8,12,56,69,4,63
260000,1,1,56.0,56.0,57.0,68.0,28.0,69.0,12,9,58,4,20,31.0,8,12,56,69,4,63
300000,1,1,56.0,56.0,57.0,68.0,28.0,69.0,12,9,58,4,20,31.0,8,12,56,69,4,60
300000,1,1,56.0,56.0,57.0,68.0,28.0,69.0,12,9,58,4,20,31.0,8,12,56,69,4,63
300000,1,1,56.0,56.0,57.0,68.0,28.0,69.0,12,9,58,4,20,31.0,8,12,56,69,4,63
50000,1,1,46.0,47.0,49.0,48.0,28.0,42.0,14,12,50,6,17,23.0,9,11,46,43,4,46
50000,1,1,46.0,47.0,49.0,48.0,28.0,42.0,14,12,50,6,17,23.0,9,11,46,43,4,49
50000,1,1,49.0,49.0,50.0,49.0,28.0,45.0,14,12,46,6,17,29.0,9,11,49,45,4,46
50000,1,1,49.0,49.0,50.0,49.0,28.0,45.0,14,12,46,6,17,29.0,9,11,49,45,4,49
60000,1,1,54.0,58.0,49.0,46.0,27.0,49.0,10,20,35,6,15,26.0,6,12,54,49,4,51
250000,1,1,59.0,62.0,60.0,64.0,23.0,62.0,10,9,60,4,14,34.0,9,10,59,62,4,62
230000,1,1,63.0,59.0,57.0,62.0,21.0,54.0,15,9,52,6,10,23.0,10,12,75,57,4,59
230000,1,1,63.0,59.0,57.0,62.0,21.0,54.0,15,9,52,6,10,23.0,10,12,75,57,4,60
230000,1,1,63.0,59.0,57.0,62.0,21.0,54.0,15,9,52,6,10,23.0,10,12,75,57,4,66
280000,1,1,63.0,59.0,57.0,62.0,21.0,54.0,15,9,55,6,10,23.0,10,12,63,54,4,59
280000,1,1,63.0,59.0,57.0,62.0,21.0,54.0,15,9,55,6,10,23.0,10,12,63,54,4,60
280000,1,1,63.0,59.0,57.0,62.0,21.0,54.0,15,9,55,6,10,23.0,10,12,63,54,4,66
775000,1,1,68.0,66.0,62.0,70.0,21.0,60.0,15,9,59,6,10,23.0,10,12,68,60,4,59
775000,1,1,68.0,66.0,62.0,70.0,21.0,60.0,15,9,59,6,10,23.0,10,12,68,60,4,60
775000,1,1,68.0,66.0,62.0,70.0,21.0,60.0,15,9,59,6,10,23.0,10,12,68,60,4,66
375000,1,1,63.0,58.0,59.0,67.0,47.0,60.0,14,12,58,10,11,59.0,17,21,63,60,4,62
100000,1,1,50.0,51.0,58.0,57.0,21.0,51.0,11,5,44,4,18,23.0,9,13,50,51,4,53
450000,1,1,64.0,63.0,64.0,64.0,29.0,62.0,13,9,58,4,13,24.0,5,13,64,62,4,64
150000,1,1,56.0,58.0,55.0,62.0,17.0,53.0,12,6,41,6,15,27.0,8,12,56,53,4,56
150000,1,1,56.0,58.0,55.0,62.0,17.0,53.0,12,6,41,6,15,27.0,8,12,56,53,4,56
150000,1,1,56.0,58.0,55.0,62.0,17.0,53.0,12,6,41,6,15,27.0,8,12,56,53,4,62
150000,1,1,55.0,58.0,55.0,61.0,17.0,52.0,12,6,41,6,15,37.0,14,12,55,52,4,56
150000,1,1,55.0,58.0,55.0,61.0,17.0,52.0,12,6,41,6,15,37.0,14,12,55,52,4,56
150000,1,1,55.0,58.0,55.0,61.0,17.0,52.0,12,6,41,6,15,37.0,14,12,55,52,4,62
550000,1,1,64.0,62.0,57.0,65.0,17.0,60.0,12,6,45,6,15,37.0,14,12,64,60,4,56
550000,1,1,64.0,62.0,57.0,65.0,17.0,60.0,12,6,45,6,15,37.0,14,12,64,60,4,56
550000,1,1,64.0,62.0,57.0,65.0,17.0,60.0,12,6,45,6,15,37.0,14,12,64,60,4,62
110000,1,1,54.0,54.0,62.0,53.0,26.0,61.0,11,11,53,5,19,46.0,15,14,54,61,4,57
110000,1,1,54.0,54.0,62.0,53.0,26.0,61.0,11,11,53,5,19,46.0,15,14,54,61,4,58
140000,1,1,55.0,56.0,62.0,56.0,26.0,61.0,11,11,53,5,19,46.0,15,14,55,61,4,57
140000,1,1,55.0,56.0,62.0,56.0,26.0,61.0,11,11,53,5,19,46.0,15,14,55,61,4,58
190000,1,1,57.0,65.0,57.0,63.0,17.0,58.0,13,12,48,6,16,33.0,8,14,57,58,4,60
190000,1,1,57.0,65.0,57.0,63.0,17.0,58.0,13,12,48,6,16,33.0,8,14,57,58,4,62
190000,1,1,57.0,65.0,57.0,63.0,17.0,58.0,13,12,48,6,16,33.0,8,14,57,58,4,67
260000,1,1,64.0,62.0,67.0,62.0,17.0,60.0,13,12,51,6,16,33.0,9,14,64,60,4,60
260000,1,1,64.0,62.0,67.0,62.0,17.0,60.0,13,12,51,6,16,33.0,9,14,64,60,4,62
260000,1,1,64.0,62.0,67.0,62.0,17.0,60.0,13,12,51,6,16,33.0,9,14,64,60,4,67
675000,1,1,66.0,65.0,70.0,68.0,17.0,66.0,13,12,60,6,16,33.0,9,14,66,66,4,60
675000,1,1,66.0,65.0,70.0,68.0,17.0,66.0,13,12,60,6,16,33.0,9,14,66,66,4,62
675000,1,1,66.0,65.0,70.0,68.0,17.0,66.0,13,12,60,6,16,33.0,9,14,66,66,4,67
100000,1,1,56.0,57.0,46.0,68.0,22.0,53.0,13,12,46,6,15,27.0,8,9,56,53,4,58
100000,1,1,56.0,57.0,46.0,68.0,22.0,53.0,13,12,46,6,15,27.0,8,9,56,53,4,57
100000,1,1,56.0,57.0,46.0,68.0,22.0,53.0,13,12,46,6,15,27.0,8,9,56,53,4,57
80000,1,1,55.0,58.0,47.0,66.0,22.0,52.0,13,12,46,6,15,49.0,28,9,55,52,4,58
80000,1,1,55.0,58.0,47.0,66.0,22.0,52.0,13,12,46,6,15,49.0,28,9,55,52,4,57
80000,1,1,55.0,58.0,47.0,66.0,22.0,52.0,13,12,46,6,15,49.0,28,9,55,52,4,57
70000,1,1,55.0,58.0,47.0,66.0,22.0,52.0,13,12,46,6,15,49.0,28,9,55,52,4,58
70000,1,1,55.0,58.0,47.0,66.0,22.0,52.0,13,12,46,6,15,49.0,28,9,55,52,4,57
70000,1,1,55.0,58.0,47.0,66.0,22.0,52.0,13,12,46,6,15,49.0,28,9,55,52,4,57
775000,1,1,66.0,68.0,63.0,67.0,25.0,69.0,11,7,65,4,17,38.0,5,14,66,69,4,68
775000,1,1,66.0,68.0,63.0,67.0,25.0,69.0,11,7,65,4,17,38.0,5,14,66,69,4,66
575000,1,1,65.0,63.0,61.0,63.0,25.0,67.0,11,7,68,4,17,38.0,22,14,65,67,4,68
575000,1,1,65.0,63.0,61.0,63.0,25.0,67.0,11,7,68,4,17,38.0,22,14,65,67,4,66
300000,1,1,60.0,59.0,61.0,64.0,29.0,62.0,12,9,48,7,21,37.0,17,10,60,62,4,61
300000,1,1,60.0,59.0,61.0,64.0,29.0,62.0,12,9,48,7,21,37.0,17,10,60,62,4,61
290000,1,1,60.0,59.0,61.0,64.0,29.0,62.0,12,9,48,7,21,37.0,17,10,60,62,4,61
290000,1,1,60.0,59.0,61.0,64.0,29.0,62.0,12,9,48,7,21,37.0,17,10,60,62,4,61
260000,1,1,62.0,57.0,57.0,64.0,50.0,58.0,14,9,39,8,12,41.0,9,10,62,58,4,59
260000,1,1,62.0,57.0,57.0,64.0,50.0,58.0,14,9,39,8,12,41.0,9,10,62,58,4,63
675000,1,1,62.0,61.0,60.0,65.0,52.0,59.0,14,9,61,10,12,46.0,12,10,62,59,4,59
675000,1,1,62.0,61.0,60.0,65.0,52.0,59.0,14,9,61,10,12,46.0,12,10,62,59,4,63
60000,1,1,47.0,60.0,50.0,58.0,22.0,50.0,10,10,68,8,15,22.0,5,12,47,50,4,56
50000,1,1,47.0,59.0,49.0,50.0,29.0,49.0,14,9,50,5,18,34.0,12,11,47,49,4,52
50000,1,1,47.0,59.0,49.0,50.0,29.0,49.0,14,9,50,5,18,34.0,12,11,47,49,4,55
80000,1,1,51.0,59.0,54.0,56.0,29.0,53.0,14,9,50,5,18,34.0,12,11,51,53,4,52
80000,1,1,51.0,59.0,54.0,56.0,29.0,53.0,14,9,50,5,18,34.0,12,11,51,53,4,55
10000,1,1,50.0,57.0,53.0,53.0,24.0,51.0,14,13,34,8,10,67.0,6,12,50,51,4,52
10000,1,1,50.0,57.0,53.0,53.0,24.0,51.0,14,13,34,8,10,67.0,6,12,50,51,4,55
10000,1,1,50.0,57.0,53.0,53.0,24.0,51.0,14,13,34,8,10,67.0,6,12,50,51,4,59
10000,1,1,54.0,59.0,56.0,56.0,24.0,59.0,14,13,34,8,10,67.0,18,12,54,59,4,52
10000,1,1,54.0,59.0,56.0,56.0,24.0,59.0,14,13,34,8,10,67.0,18,12,54,59,4,55
10000,1,1,54.0,59.0,56.0,56.0,24.0,59.0,14,13,34,8,10,67.0,18,12,54,59,4,59
20000,1,1,54.0,60.0,61.0,57.0,23.0,67.0,14,13,42,8,10,67.0,18,12,54,67,4,52
20000,1,1,54.0,60.0,61.0,57.0,23.0,67.0,14,13,42,8,10,67.0,18,12,54,67,4,55
20000,1,1,54.0,60.0,61.0,57.0,23.0,67.0,14,13,42,8,10,67.0,18,12,54,67,4,59
70000,1,1,55.0,60.0,54.0,50.0,16.0,54.0,11,5,32,8,12,23.0,7,12,55,54,4,53
70000,1,1,55.0,60.0,54.0,50.0,16.0,54.0,11,5,32,8,12,23.0,7,12,55,54,4,56
90000,1,1,63.0,58.0,54.0,58.0,16.0,55.0,11,5,32,8,12,23.0,12,12,63,55,4,53
90000,1,1,63.0,58.0,54.0,58.0,16.0,55.0,11,5,32,8,12,23.0,12,12,63,55,4,56
50000,1,1,57.0,66.0,55.0,53.0,24.0,44.0,14,11,44,9,15,25.0,8,11,57,44,4,55
50000,1,1,57.0,66.0,55.0,53.0,24.0,44.0,14,11,44,9,15,25.0,8,11,57,44,4,60
50000,1,1,57.0,66.0,55.0,53.0,24.0,44.0,14,11,44,9,15,25.0,8,11,57,44,4,60
120000,1,1,63.0,67.0,58.0,58.0,24.0,56.0,14,11,44,9,15,25.0,15,11,63,56,4,55
120000,1,1,63.0,67.0,58.0,58.0,24.0,56.0,14,11,44,9,15,25.0,15,11,63,56,4,60
120000,1,1,63.0,67.0,58.0,58.0,24.0,56.0,14,11,44,9,15,25.0,15,11,63,56,4,60
110000,1,1,63.0,67.0,58.0,58.0,24.0,56.0,14,11,44,9,15,25.0,15,11,63,56,4,55
110000,1,1,63.0,67.0,58.0,58.0,24.0,56.0,14,11,44,9,15,25.0,15,11,63,56,4,60
110000,1,1,63.0,67.0,58.0,58.0,24.0,56.0,14,11,44,9,15,25.0,15,11,63,56,4,60
160000,1,1,56.0,50.0,59.0,58.0,27.0,59.0,13,14,41,5,12,38.0,7,14,56,59,4,55
80000,1,1,52.0,55.0,60.0,54.0,29.0,57.0,10,10,43,8,16,23.0,5,12,52,57,4,55
80000,1,1,52.0,55.0,60.0,54.0,29.0,57.0,10,10,43,8,16,23.0,5,12,52,57,4,55
80000,1,1,52.0,55.0,60.0,54.0,29.0,57.0,10,10,43,8,16,23.0,5,12,52,57,4,55
80000,1,1,52.0,55.0,60.0,54.0,29.0,57.0,10,10,48,8,16,23.0,11,12,52,57,4,55
80000,1,1,52.0,55.0,60.0,54.0,29.0,57.0,10,10,48,8,16,23.0,11,12,52,57,4,55
80000,1,1,52.0,55.0,60.0,54.0,29.0,57.0,10,10,48,8,16,23.0,11,12,52,57,4,55
70000,1,1,52.0,55.0,60.0,54.0,29.0,57.0,10,10,48,8,16,23.0,11,12,52,57,4,55
70000,1,1,52.0,55.0,60.0,54.0,29.0,57.0,10,10,48,8,16,23.0,11,12,52,57,4,55
70000,1,1,52.0,55.0,60.0,54.0,29.0,57.0,10,10,48,8,16,23.0,11,12,52,57,4,55
40000,1,1,54.0,50.0,48.0,51.0,32.0,50.0,18,17,36,9,21,34.0,7,19,54,50,4,50
170000,1,1,57.0,56.0,54.0,58.0,28.0,56.0,14,7,48,6,17,37.0,9,11,57,56,4,57
30000,1,1,49.0,51.0,58.0,58.0,29.0,52.0,11,9,36,7,18,31.0,7,10,49,52,4,52
30000,1,1,49.0,51.0,58.0,58.0,29.0,52.0,11,9,36,7,18,31.0,7,10,49,52,4,52
30000,1,1,49.0,51.0,58.0,58.0,29.0,52.0,11,9,36,7,18,31.0,13,10,49,52,4,52
30000,1,1,49.0,51.0,58.0,58.0,29.0,52.0,11,9,36,7,18,31.0,13,10,49,52,4,52
150000,1,1,57.0,62.0,59.0,59.0,23.0,60.0,10,10,48,5,10,22.0,6,14,57,60,4,59
150000,1,1,57.0,62.0,59.0,59.0,23.0,60.0,10,10,48,5,10,22.0,6,14,57,60,4,60
150000,1,1,57.0,62.0,59.0,59.0,23.0,60.0,10,10,48,5,10,22.0,6,14,57,60,4,62
190000,1,1,60.0,65.0,59.0,59.0,23.0,60.0,10,10,48,5,10,22.0,15,14,60,60,4,59
190000,1,1,60.0,65.0,59.0,59.0,23.0,60.0,10,10,48,5,10,22.0,15,14,60,60,4,60
190000,1,1,60.0,65.0,59.0,59.0,23.0,60.0,10,10,48,5,10,22.0,15,14,60,60,4,62
280000,1,1,60.0,65.0,59.0,61.0,23.0,63.0,10,10,48,5,10,22.0,15,14,60,63,4,59
280000,1,1,60.0,65.0,59.0,61.0,23.0,63.0,10,10,48,5,10,22.0,15,14,60,63,4,60
280000,1,1,60.0,65.0,59.0,61.0,23.0,63.0,10,10,48,5,10,22.0,15,14,60,63,4,62
170000,1,1,59.0,58.0,55.0,61.0,27.0,56.0,14,12,46,9,30,45.0,14,16,59,56,4,58
50000,1,1,51.0,47.0,47.0,50.0,43.0,49.0,15,19,49,9,21,23.0,10,15,51,49,4,50
50000,1,1,51.0,47.0,47.0,50.0,43.0,49.0,15,19,49,9,21,23.0,10,15,51,49,4,51
50000,1,1,51.0,47.0,47.0,50.0,43.0,49.0,15,19,49,9,21,23.0,10,15,51,49,4,58
60000,1,1,53.0,47.0,47.0,55.0,50.0,47.0,15,19,49,9,21,32.0,13,15,53,47,4,50
60000,1,1,53.0,47.0,47.0,55.0,50.0,47.0,15,19,49,9,21,32.0,13,15,53,47,4,51
60000,1,1,53.0,47.0,47.0,55.0,50.0,47.0,15,19,49,9,21,32.0,13,15,53,47,4,58
170000,1,1,58.0,58.0,54.0,58.0,50.0,57.0,15,19,49,9,21,32.0,13,15,58,57,4,50
170000,1,1,58.0,58.0,54.0,58.0,50.0,57.0,15,19,49,9,21,32.0,13,15,58,57,4,51
170000,1,1,58.0,58.0,54.0,58.0,50.0,57.0,15,19,49,9,21,32.0,13,15,58,57,4,58
140000,1,1,54.0,51.0,50.0,59.0,20.0,53.0,11,12,52,5,13,37.0,7,14,54,53,4,55
140000,1,1,54.0,51.0,50.0,59.0,20.0,53.0,11,12,52,5,13,37.0,7,14,54,53,4,60
350000,1,1,61.0,56.0,58.0,62.0,27.0,59.0,11,21,53,5,13,44.0,7,14,61,59,4,55
350000,1,1,61.0,56.0,58.0,62.0,27.0,59.0,11,21,53,5,13,44.0,7,14,61,59,4,60
300000,1,1,63.0,59.0,57.0,63.0,42.0,57.0,11,8,58,5,10,37.0,6,14,63,57,4,61
300000,1,1,63.0,59.0,57.0,63.0,42.0,57.0,11,8,58,5,10,37.0,6,14,63,57,4,61
290000,1,1,63.0,59.0,57.0,63.0,42.0,57.0,11,8,58,5,10,59.0,21,14,63,57,4,61
290000,1,1,63.0,59.0,57.0,63.0,42.0,57.0,11,8,58,5,10,59.0,21,14,63,57,4,61
160000,1,1,59.0,59.0,55.0,54.0,28.0,49.0,10,13,48,4,14,31.0,9,13,59,49,4,55
3000000,1,1,72.0,71.0,69.0,76.0,28.0,70.0,11,11,58,8,13,41.0,19,10,72,70,4,72
375000,1,1,66.0,65.0,60.0,63.0,22.0,65.0,13,10,48,5,11,33.0,7,13,66,65,4,64
375000,1,1,66.0,65.0,60.0,63.0,22.0,65.0,13,10,48,5,11,33.0,7,13,66,65,4,64
375000,1,1,66.0,65.0,60.0,63.0,22.0,65.0,13,10,48,5,11,33.0,7,13,66,65,4,64
375000,1,1,66.0,65.0,60.0,63.0,22.0,65.0,13,10,48,5,11,53.0,10,13,66,65,4,64
375000,1,1,66.0,65.0,60.0,63.0,22.0,65.0,13,10,48,5,11,53.0,10,13,66,65,4,64
375000,1,1,66.0,65.0,60.0,63.0,22.0,65.0,13,10,48,5,11,53.0,10,13,66,65,4,64
375000,1,1,66.0,65.0,60.0,63.0,22.0,65.0,13,10,53,5,11,53.0,10,13,66,65,4,64
375000,1,1,66.0,65.0,60.0,63.0,22.0,65.0,13,10,53,5,11,53.0,10,13,66,65,4,64
375000,1,1,66.0,65.0,60.0,63.0,22.0,65.0,13,10,53,5,11,53.0,10,13,66,65,4,64
0,1,1,73.0,67.0,54.0,71.0,28.0,72.0,14,18,71,4,11,21.0,9,13,73,73,4,70
0,1,1,73.0,67.0,54.0,71.0,28.0,72.0,14,18,71,4,11,21.0,9,13,73,73,4,71
0,1,1,73.0,67.0,54.0,71.0,28.0,72.0,14,18,71,4,11,21.0,9,13,73,73,4,75
1500000,1,1,71.0,67.0,58.0,72.0,28.0,76.0,14,18,64,4,11,62.0,14,13,71,76,4,70
1500000,1,1,71.0,67.0,58.0,72.0,28.0,76.0,14,18,64,4,11,62.0,14,13,71,76,4,71
1500000,1,1,71.0,67.0,58.0,72.0,28.0,76.0,14,18,64,4,11,62.0,14,13,71,76,4,75
4300000,1,1,75.0,73.0,69.0,76.0,28.0,77.0,14,18,64,4,11,62.0,14,13,75,77,4,70
4300000,1,1,75.0,73.0,69.0,76.0,28.0,77.0,14,18,64,4,11,62.0,14,13,75,77,4,71
4300000,1,1,75.0,73.0,69.0,76.0,28.0,77.0,14,18,64,4,11,62.0,14,13,75,77,4,75
425000,1,1,67.0,63.0,61.0,63.0,30.0,64.0,11,11,60,8,12,30.0,7,13,67,64,4,65
170000,1,1,57.0,58.0,61.0,60.0,36.0,54.0,12,22,44,4,12,29.0,7,10,57,54,4,57
170000,1,1,57.0,58.0,61.0,60.0,36.0,54.0,12,22,44,4,12,29.0,7,10,57,54,4,59
170000,1,1,57.0,58.0,61.0,60.0,36.0,54.0,12,22,44,4,12,29.0,7,10,57,54,4,61
280000,1,1,62.0,57.0,64.0,62.0,36.0,58.0,12,22,44,14,12,44.0,15,10,62,58,4,57
280000,1,1,62.0,57.0,64.0,62.0,36.0,58.0,12,22,44,14,12,44.0,15,10,62,58,4,59
280000,1,1,62.0,57.0,64.0,62.0,36.0,58.0,12,22,44,14,12,44.0,15,10,62,58,4,61
400000,1,1,62.0,60.0,64.0,64.0,36.0,61.0,12,22,44,14,12,44.0,15,10,62,61,4,57
400000,1,1,62.0,60.0,64.0,64.0,36.0,61.0,12,22,44,14,12,44.0,15,10,62,61,4,59
400000,1,1,62.0,60.0,64.0,64.0,36.0,61.0,12,22,44,14,12,44.0,15,10,62,61,4,61
120000,1,1,56.0,54.0,56.0,53.0,25.0,49.0,13,9,51,4,17,32.0,9,10,56,49,4,54
90000,1,1,56.0,51.0,60.0,58.0,37.0,54.0,20,16,56,14,25,48.0,11,18,56,54,4,56
90000,1,1,56.0,51.0,60.0,58.0,37.0,54.0,20,16,56,14,25,48.0,11,18,56,54,4,56
90000,1,1,56.0,51.0,60.0,58.0,37.0,54.0,20,16,56,14,25,48.0,11,18,56,54,4,56
90000,1,1,56.0,51.0,60.0,58.0,37.0,54.0,20,16,56,14,25,48.0,11,18,56,54,4,56
90000,1,1,56.0,51.0,60.0,58.0,37.0,54.0,20,16,56,14,25,48.0,11,18,56,54,4,56
90000,1,1,56.0,51.0,60.0,58.0,37.0,54.0,20,16,56,14,25,48.0,11,18,56,54,4,56
90000,1,1,56.0,51.0,60.0,58.0,37.0,54.0,20,16,56,14,25,48.0,11,18,56,54,4,56
90000,1,1,56.0,51.0,60.0,58.0,37.0,54.0,20,16,56,14,25,48.0,11,18,56,54,4,56
90000,1,1,56.0,51.0,60.0,58.0,37.0,54.0,20,16,56,14,25,48.0,11,18,56,54,4,56
325000,1,1,62.0,62.0,58.0,63.0,29.0,61.0,11,10,59,8,15,36.0,7,11,62,61,4,62
30000,1,1,52.0,52.0,56.0,52.0,18.0,44.0,12,12,42,4,17,36.0,9,13,52,44,4,50
100000,1,1,60.0,55.0,55.0,58.0,22.0,48.0,11,10,37,7,14,36.0,9,11,60,48,4,54
160000,1,1,55.0,58.0,58.0,57.0,24.0,55.0,10,10,51,10,15,33.0,9,14,55,55,4,57
110000,1,1,63.0,48.0,55.0,62.0,23.0,48.0,12,6,59,5,19,35.0,9,13,63,48,4,57
170000,1,1,57.0,54.0,56.0,59.0,26.0,52.0,12,7,49,8,18,42.0,12,10,57,52,4,56
170000,1,1,57.0,54.0,56.0,59.0,26.0,52.0,12,7,49,8,18,42.0,12,10,57,52,4,60
375000,1,1,61.0,57.0,58.0,64.0,26.0,55.0,12,7,53,8,18,42.0,12,10,61,55,4,56
375000,1,1,61.0,57.0,58.0,64.0,26.0,55.0,12,7,53,8,18,42.0,12,10,61,55,4,60
130000,1,1,56.0,60.0,52.0,59.0,24.0,60.0,12,12,47,10,11,38.0,11,10,56,60,4,58
240000,1,1,65.0,62.0,51.0,63.0,33.0,52.0,12,18,52,9,20,35.0,24,16,65,52,4,60
240000,1,1,65.0,62.0,51.0,63.0,33.0,52.0,12,18,52,9,20,35.0,24,16,65,52,4,65
550000,1,1,65.0,69.0,62.0,63.0,33.0,63.0,12,18,56,9,20,45.0,24,16,65,63,4,60
550000,1,1,65.0,69.0,62.0,63.0,33.0,63.0,12,18,56,9,20,45.0,24,16,65,63,4,65
160000,1,1,61.0,56.0,49.0,58.0,17.0,46.0,10,5,54,4,14,33.0,7,12,61,46,4,56
160000,1,1,61.0,56.0,49.0,58.0,17.0,46.0,10,5,54,4,14,33.0,7,12,61,46,4,56
160000,1,1,61.0,56.0,49.0,58.0,17.0,46.0,10,5,54,4,14,33.0,7,12,61,46,4,56
160000,1,1,61.0,56.0,49.0,58.0,17.0,46.0,10,5,54,4,14,43.0,10,12,61,46,4,56
160000,1,1,61.0,56.0,49.0,58.0,17.0,46.0,10,5,54,4,14,43.0,10,12,61,46,4,56
160000,1,1,61.0,56.0,49.0,58.0,17.0,46.0,10,5,54,4,14,43.0,10,12,61,46,4,56
130000,1,1,61.0,56.0,49.0,58.0,17.0,46.0,10,5,54,4,14,43.0,10,12,61,46,4,56
130000,1,1,61.0,56.0,49.0,58.0,17.0,46.0,10,5,54,4,14,43.0,10,12,61,46,4,56
130000,1,1,61.0,56.0,49.0,58.0,17.0,46.0,10,5,54,4,14,43.0,10,12,61,46,4,56
100000,1,1,55.0,55.0,59.0,58.0,36.0,59.0,17,18,47,14,25,39.0,17,22,55,59,4,57
130000,1,1,61.0,57.0,55.0,61.0,22.0,55.0,13,13,47,7,18,35.0,8,10,61,55,4,58
130000,1,1,61.0,57.0,55.0,61.0,22.0,55.0,13,13,47,7,18,35.0,8,10,61,55,4,64
450000,1,1,66.0,62.0,60.0,66.0,22.0,67.0,13,13,47,7,18,35.0,9,10,66,67,4,58
450000,1,1,66.0,62.0,60.0,66.0,22.0,67.0,13,13,47,7,18,35.0,9,10,66,67,4,64
200000,1,1,62.0,61.0,61.0,61.0,21.0,58.0,12,5,42,7,18,24.0,5,13,62,58,4,59
150000,1,1,54.0,57.0,50.0,58.0,18.0,49.0,13,12,48,5,10,26.0,30,14,54,49,4,55
50000,1,1,45.0,58.0,52.0,50.0,24.0,46.0,12,14,33,8,12,35.0,10,11,45,46,4,49
120000,1,1,58.0,49.0,54.0,48.0,39.0,56.0,11,12,56,11,17,35.0,10,14,58,56,4,54
120000,1,1,58.0,49.0,54.0,48.0,39.0,56.0,11,12,56,11,17,35.0,10,14,58,56,4,54
120000,1,1,58.0,49.0,54.0,48.0,39.0,56.0,11,5,56,5,17,35.0,23,14,58,56,4,54
120000,1,1,58.0,49.0,54.0,48.0,39.0,56.0,11,5,56,5,17,35.0,23,14,58,56,4,54
90000,1,1,55.0,58.0,53.0,45.0,21.0,52.0,10,14,56,7,17,24.0,6,13,55,52,4,54
80000,1,1,56.0,53.0,51.0,59.0,31.0,51.0,14,9,50,5,19,37.0,28,14,56,51,4,55
375000,1,1,68.0,63.0,51.0,69.0,47.0,56.0,9,16,55,11,33,37.0,12,9,68,56,4,63
375000,1,1,68.0,63.0,51.0,69.0,47.0,56.0,9,16,55,11,33,37.0,12,9,68,56,4,67
375000,1,1,68.0,63.0,51.0,69.0,47.0,56.0,9,16,55,11,33,37.0,12,9,68,56,4,66
750000,1,1,72.0,63.0,57.0,70.0,47.0,62.0,9,16,63,11,33,37.0,15,9,72,62,4,63
